World Port Index Number,Latitude,Longitude,Main Port Name
30480.0,56.583333,8.283333,Lemvig
30710.0,53.883333,9.166667,Brunsbuttel Elbahafen
30740.0,53.8,9.033333,Neuhaus
30760.0,53.783333,9.416667,Gluckstadt
14400.0,-37.033333,-73.166667,Coronel
29130.0,55.316667,15.183333,Christianso Harbor
57745.0,21.75,108.35,Fang-Cheng
59991.0,32.0,120.8,Nantong
60170.0,37.633333,120.283333,Longkou Gang
60215.0,40.75,121.1,Jinzhou Wan
44900.0,35.35,33.333333,Kyrenia
14095.0,-52.9,-70.1,Caleta Clarencia
14610.0,-28.466667,-71.25,Huasco
10420.0,20.15,-77.433333,Media Luna
11905.0,10.316667,-75.516667,Mamonal
45560.0,36.916667,3.916667,Dellys
57822.0,23.083333,113.416667,Huangpu
57859.0,22.716667,114.516667,Huizhou
57862.0,23.616667,117.083333,Chaozhou
29520.0,55.333333,11.133333,Korsor
30850.0,53.333333,8.483333,Brake
30860.0,53.233333,8.466667,Elsfleth
59985.0,31.916667,120.233333,Jiangyin
59986.0,31.966667,119.983333,Changzhou
59987.0,32.283333,119.85,Gaogang
60210.0,40.7,120.983333,Huludao Gang
60230.0,40.3,122.083333,Bayuquan
45510.0,36.883333,6.916667,Skikda
45610.0,36.533333,1.316667,Tenes
15500.0,9.916667,-84.716667,Puerto Caldera
30910.0,53.533333,8.166667,Wilhelmshaven
14420.0,-36.7,-73.1,Talcahuano
14720.0,-22.083333,-70.233333,Tocopilla
15360.0,1.816667,-78.75,Tumaco
11821.0,12.133333,-69.016667,Sint Michelsbaai
45880.0,16.883333,-25.0,Porto Grande
14440.0,-36.716667,-73.0,Penco
52695.0,-1.35,130.983333,Salawati
15510.0,9.983333,-84.833333,Puntarenas
29260.0,55.716667,12.583333,Tuborg
14197.0,-45.466667,-72.833333,Puerto Chacabuco
59988.0,32.266667,119.433333,Yangzhou
48015.0,28.133333,33.283333,Ras Shukhier
48025.0,28.95,33.166667,Ras Badran Oil Terminal
60165.0,37.816667,120.833333,Penglai
48065.0,28.75,33.2,Wadi Feiran
47988.0,27.85,34.283333,Sharm El Sheikh
57857.0,22.583333,114.266667,Yantian
60140.0,36.033333,120.266667,Qingdao Gang
60193.0,39.2,119.016667,Tangshan (Jingtang)
48053.0,29.583333,32.7,Ras Sudr
11060.0,18.35,-70.833333,Puerto Viejo De Azua
57876.0,25.233333,118.983333,Xiuyu
57874.0,24.883333,118.6,Quanzhou
57819.0,21.483333,111.083333,Shui Dong
10520.0,21.633333,-79.55,Tunas De Zaza
59990.0,31.966667,120.4,Zhangjiangang
57777.0,22.466667,113.866667,Shekou
57816.0,18.316667,109.45,Sanya
59995.0,32.216667,119.433333,Zhenjiang
57817.0,19.733333,109.183333,Yangpu
57770.0,21.2,110.4,Zhanjiang
59963.0,30.583333,121.083333,Zhapu
60150.0,37.5,122.1,Weihai
11030.0,18.45,-69.316667,San Pedro De Macoris
4840.0,42.583333,-87.816667,Kenosha
61840.0,37.05,136.983333,Nanao Ko
41350.0,43.45,16.65,Dugi Rat
42327.0,38.466667,23.6,Chalkis
42980.0,37.1,25.366667,Nisos Naxos
61180.0,42.116667,140.583333,Mori
46454.0,-3.883333,10.933333,M'bya Oil Terminal
46453.0,-2.833333,10.0,Gamba Oil Terminal
46445.0,-0.633333,8.716667,Cap Lopez
45730.0,35.9,-5.316667,Ceuta
38990.0,43.7,7.283333,Nice
38775.0,43.416667,4.883333,Fos
38290.0,36.533333,-6.3,Cadiz
38220.0,37.25,-6.95,Huelva
37740.0,43.483333,-8.233333,Ferrol
37560.0,43.55,-5.666667,Gijon
33090.0,57.0,-5.816667,Mallaig
32955.0,57.6,-7.166667,Lochmaddy
32320.0,57.7,-3.5,Burghead
32290.0,57.683333,-2.966667,Buckie Harbor
32220.0,57.15,-2.083333,Aberdeen
32010.0,56.016667,-3.716667,Grangemouth
31930.0,55.983333,-3.183333,Leith
31680.0,54.083333,-0.183333,Bridlington
31550.0,52.05,1.166667,Ipswich
37230.0,43.5,-1.466667,Bayonne
36900.0,47.2,-1.566667,Nantes
36860.0,47.3,-2.066667,Donges
35340.0,50.333333,-4.633333,Fowey Harbour
35070.0,51.466667,-2.633333,Bristol
34690.0,53.416667,-3.0,Liverpool
34630.0,54.116667,-3.233333,Barrow In Furness
33690.0,54.266667,-5.616667,Ardglass
33490.0,55.866667,-4.283333,Glasgow
33450.0,55.933333,-4.483333,Bowling
35870.0,49.366667,0.083333,Deauville
31972.0,56.0,-3.366667,Hound Point Terminal
32990.0,57.15,-7.3,Lochboisdale
38310.0,36.133333,-5.433333,Algeciras
32330.0,57.483333,-4.233333,Inverness
32070.0,56.183333,-3.0,Methil
32300.0,57.716667,-3.283333,Lossiemouth
32350.0,57.683333,-4.166667,Invergordon
37600.0,43.6,-5.933333,Aviles
38375.0,36.75,-3.516667,Motril
38390.0,36.833333,-2.466667,Almeria
38500.0,39.966667,0.016667,El Grao
38610.0,38.9,1.45,Ibiza
39080.0,41.383333,9.166667,Bonifacio
33190.0,56.85,-5.116667,Corpach
33160.0,56.55,-5.766667,Lochaline
33170.0,56.466667,-5.7,Craignure
34640.0,54.033333,-2.916667,Heysham
34650.0,53.533333,-3.55,Liverpool Bay Terminal
34970.0,51.633333,-3.833333,Neath
35240.0,50.1,-5.55,Newlyn
35590.0,50.816667,-1.333333,Fawley Marine Terminal
36620.0,47.866667,-3.916667,Concarneau
27540.0,64.0,23.65,Himanka
27590.0,63.416667,22.283333,Kantlax
33200.0,56.816667,-5.116667,Fort William
33390.0,55.95,-4.75,Greenock
33405.0,56.116667,-4.833333,Finnart Oil Terminal
33460.0,55.916667,-4.466667,Old Kilpatrick
33985.0,54.05,-2.783333,Lancaster
46446.0,-1.466667,8.916667,Oguendjo Terminal
35300.0,50.266667,-4.783333,Mevagissey
35320.0,50.333333,-4.75,Charlestown
35700.0,51.083333,1.2,Folkestone Harbour
35830.0,49.766667,0.366667,Fecamp
36855.0,47.3,-2.133333,Montoir
37350.0,43.416667,-2.716667,Bermeo
31890.0,56.0,-2.516667,Dunbar
32830.0,57.833333,-5.583333,Aultbea
32850.0,57.716667,-5.683333,Gairloch
32900.0,57.283333,-5.716667,Kyle Of Lochalsh
38380.0,36.733333,-3.033333,Adra
38410.0,37.4,-1.566667,Aguilas
34950.0,51.616667,-3.95,Swansea
38160.0,28.466667,-16.233333,Santa Cruz De Tenerife
35715.0,51.333333,1.416667,Ramsgate
32950.0,57.583333,-6.35,Uig
34610.0,54.566667,-3.633333,Workington
38460.0,39.0,-0.15,Puerto De Gandia
31980.0,56.016667,-3.433333,Rosyth
46440.0,-0.7,8.8,Port Gentil
32230.0,57.5,-1.783333,Peterhead
510.0,63.433333,-20.283333,Vestmannaeyjar
35880.0,49.183333,-0.35,Port De Caen
27740.0,61.483333,21.8,Pori
32820.0,57.9,-5.15,Ullapool
31690.0,54.283333,-0.4,Scarborough
32930.0,57.416667,-6.2,Portree Harbor
34590.0,54.866667,-3.4,Silloth
33280.0,55.633333,-6.2,Port Ellen
37470.0,43.466667,-3.783333,Santander
35250.0,50.116667,-5.533333,Penzance
27755.0,61.633333,21.4,Tahkoluoto
33550.0,55.55,-4.683333,Troon
38435.0,37.966667,-0.683333,Torrevieja
27850.0,60.033333,25.583333,Tolkkinen
31360.0,51.366667,1.033333,Whitstable
31700.0,54.483333,-0.616667,Whitby
28210.0,60.3,25.633333,Porvoo
38940.0,43.416667,6.766667,Saint-Raphael
38398.0,37.183333,-1.816667,Puerto De Garrucha
38280.0,36.616667,-6.333333,Rota
35885.0,49.283333,-0.25,Ouistreham
33480.0,55.883333,-4.383333,Renfrew
38150.0,28.683333,-17.75,Santa Cruz De La Palma
38780.0,43.4,4.983333,Port-de-Bouc
38730.0,43.016667,3.066667,Port-La-Nouvelle
35040.0,51.716667,-2.483333,Sharpness
56590.0,6.983333,158.2,Pohnpei Harbor
90.0,64.15,-22.016667,Skerjafjordur
62400.0,33.283333,129.883333,Imari
10620.0,18.483333,-77.65,Falmouth
62190.0,32.433333,131.666667,Hososhima Ko
62340.0,32.983333,129.066667,Aokata
62440.0,34.2,129.3,Izuhara
61960.0,34.016667,134.6,Komatsushima
62333.0,32.933333,129.6,Matsu-Shima
42300.0,38.433333,23.6,Ormos Mikro Vathi
43120.0,35.366667,24.466667,Rethimnon
9680.0,15.916667,-85.95,Trujillo
43100.0,35.483333,24.183333,Soudha
42230.0,37.933333,23.65,Piraievs
1000.0,76.533333,-68.866667,Pituffik (Thule Air Base)
41010.0,45.333333,14.433333,Rijeka Luka
40880.0,45.433333,13.516667,Umag
51130.0,-7.2,112.733333,Surabaya
61980.0,33.383333,133.3,Susaki Ko
62170.0,33.083333,131.866667,Tsukumi Ko
50060.0,1.166667,103.9,Pulau Sambu
61965.0,33.866667,134.666667,Tachibana
50210.0,-2.116667,106.133333,Pangkalpinang
51502.0,4.033333,106.483333,Udang Oilfield
51820.0,-0.516667,117.116667,Samarinda
48399.0,30.016667,47.95,Umm Qasr
61760.0,35.533333,133.233333,Sakaiminato
50935.0,-5.916667,106.0,Tanjung Sekong
50040.0,0.916667,104.45,Tanjungpinang
61540.0,33.716667,135.366667,Tanabe Ko
62121.0,33.866667,130.816667,Yahata
40440.0,39.078,17.136,Crotone
40580.0,41.334,16.292,Porto Di Barletta
40530.0,41.146,16.846,Bari
40660.0,43.629,13.494,Ancona
56550.0,13.45,144.616667,Apra Harbor
48460.0,30.433333,49.083333,Bandar Khomeyni
43165.0,34.933333,24.833333,Kali Limenes
41720.0,39.616667,19.933333,Kerkira
39960.0,40.833,14.275,Napoli
39210.0,39.19,9.102,Cagliari
34060.0,53.266667,-9.05,Galway
42905.0,37.45,25.333333,Mikonos
50517.0,-0.916667,104.066667,Jabung Batanghari Marine Terminal
42600.0,40.933333,24.4,Kavala
39830.0,41.446,12.637,Anzio - Nettuno
39860.0,41.223,13.577,Gaeta
40550.0,41.216667,16.6,Molfetta
42120.0,37.7,24.066667,Lavrio
51120.0,-7.15,112.65,Gresik
53130.0,-8.483333,140.383333,Merauke
34110.0,52.633333,-8.616667,Limerick
50070.0,1.183333,102.216667,Lalang Marine Terminal
51890.0,-3.333333,114.583333,Banjarmasin
61425.0,34.6,138.233333,Omaezaki Ko
61130.0,43.333333,145.583333,Nemuro Ko
61720.0,34.416667,131.4,Hagi Ko
61730.0,34.9,132.083333,Hamada Ko
42630.0,40.833333,25.883333,Alexandroupoli
42840.0,37.8,26.683333,Neon Karlovas
42880.0,37.883333,24.733333,Gavrio
39190.0,39.933333,9.7,Arbatax
39550.0,44.027,10.047,Marina Di Carrara
41790.0,38.183333,20.516667,Argostolion
41880.0,37.65,21.316667,Katakolon
42050.0,37.566667,22.8,Navplio
42160.0,37.966667,23.4,Megara Oil Terminal
61790.0,35.533333,135.2,Miyazu
61541.0,33.95,135.1,Yura
33880.0,55.1,-7.533333,Rathmullan
41290.0,43.733333,15.883333,Sibenik
42340.0,38.383333,24.05,Ormos Aliveriou
42070.0,37.266667,23.166667,Spetses
41850.0,38.25,21.733333,Patrai
39610.0,43.35,10.45,Vada
40240.0,37.05,15.283333,Siracusa
39990.0,40.75,14.45,Torre Annunziata
40760.0,45.416667,12.433333,Porto Di Lido-Venezia
40040.0,40.666667,14.75,Salerno
50330.0,-2.983333,104.766667,Palembang
10870.0,18.433333,-72.866667,Petit Goave
51770.0,3.466667,117.833333,Tanjung Arang  (Bunyu)
50120.0,-3.016667,106.45,Toboali
61750.0,35.55,133.25,Sakai Ko
51254.0,-8.9,116.75,Tanjung Benete
50700.0,4.116667,98.216667,Pangkalansusu
50380.0,-5.466667,105.316667,Panjang
40130.0,38.119,13.38,Porto Di Palermo
39740.0,42.933,10.557,Portovecchio Di Piombino
59485.0,6.116667,125.183333,General Santos
59345.0,8.983333,125.333333,Nasipit Port
55695.0,-19.033333,-169.933333,Alofi
55440.0,-42.433333,171.216667,Greymouth
55400.0,-46.6,168.333333,Bluff Harbor
47105.0,-3.633333,39.866667,Kilifi
46935.0,-14.533333,40.666667,Nacala
46930.0,-15.033333,40.733333,Mocambique
57320.0,-22.283333,166.433333,Noumea
56500.0,-0.533333,166.916667,Nauru
46240.0,3.85,6.983333,Okwori Terminal
46230.0,4.966667,8.316667,Calabar
45812.0,20.916667,-17.05,Nouadhibou
45793.0,33.6,-7.616667,Casablanca
45297.0,30.633333,18.366667,As Sidr
45295.0,30.416667,19.6,Al Burayqah
44200.0,44.716667,37.783333,Novorossiysk
43560.0,44.166667,28.65,Constanta
45950.0,5.866667,-10.066667,Buchanan
45940.0,6.316667,-10.816667,Monrovia
37990.0,38.7,-9.166667,Lisboa
31150.0,51.816667,4.65,Dordrecht
31010.0,53.183333,5.416667,Harlingen
38130.0,32.633333,-16.916667,Funchal
28720.0,54.416667,18.666667,Nowy Port
15990.0,31.866667,-116.633333,Ensenada
14955.0,-11.933333,-77.133333,La Pampilla Oil Terminal
23115.0,62.3,5.65,Moldtustranda
23451.0,59.266667,5.516667,Karsto
11090.0,18.433333,-67.15,Aguadilla
11290.0,18.2,-67.15,Mayaguez
11625.0,13.983333,-61.016667,Grand Cul De Sac Bay
30985.0,53.45,6.833333,Eemshaven
58100.0,14.283333,122.683333,Jose Panganiban
59380.0,8.366667,126.333333,Hinatuan
59400.0,6.95,126.216667,Mati
59720.0,8.516667,124.75,Bugo
61060.0,53.583333,142.5,Moskal Vo
56835.0,-5.133333,150.533333,Kimbe
48357.0,29.033333,48.166667,Mina Ash Shuaybah
48370.0,29.35,47.933333,Al Kuwayt
47107.0,-3.216667,40.133333,Malindi
53250.0,-5.216667,145.816667,Madang
57810.0,22.183333,113.566667,Macau
57970.0,20.45,121.966667,Basco
58655.0,11.033333,125.716667,Guiuan
58670.0,11.766667,124.883333,Catbalogan
58750.0,10.683333,124.8,Baybay
62775.0,65.833333,44.183333,Mezen
59430.0,7.066667,125.616667,Davao
59770.0,6.716667,121.966667,Basilian City (Isabela)
59800.0,6.05,121.0,Jolo
60860.0,53.55,143.0,Okha
12570.0,-3.75,-73.233333,Iquitos
45240.0,32.766667,22.65,Darnah
45335.0,32.8,12.716667,Az Zawiya
45785.0,34.3,-6.6,Kenitra
45802.0,30.433333,-9.633333,Agadir
56400.0,7.083333,171.383333,Majuro Atoll
14970.0,-11.583333,-77.25,Chancay
15427.0,8.216667,-82.866667,Charco Azul
48338.0,27.083333,49.666667,Al Jubayl
48356.0,28.733333,48.4,Mina Az Zawr
49980.0,2.05,102.566667,Muar
23450.0,59.283333,5.316667,Kopervik
11250.0,17.95,-66.166667,Las Mareas
45800.0,31.5,-9.783333,Essaouira
46207.0,4.716667,7.083333,Okrika
46241.0,3.133333,6.816667,Akpo Oil Terminal
57485.0,10.633333,103.5,Kampong Saom
46880.0,-23.916667,35.4,Inhambane
47110.0,-2.266667,40.9,Lamu
47430.0,-20.283333,44.3,Morondava
47500.0,-22.116667,48.05,Manakara
53150.0,-9.066667,143.2,Daru
53165.0,-10.316667,150.45,Alotoa
55030.0,-35.316667,174.116667,Opua
55330.0,-43.8,172.966667,Akaroa
58390.0,14.433333,120.483333,Mariveles
31020.0,52.966667,4.783333,Den Helder
31215.0,51.45,4.0,Hansweert
37980.0,40.15,-8.85,Figueira Da Foz
38030.0,37.033333,-7.933333,Faro
45955.0,4.366667,-7.716667,Cape Palmas
58620.0,12.366667,123.616667,Masbate
59100.0,9.133333,123.633333,Lazi
60290.0,38.733333,125.616667,Kyomip'o
61040.0,50.9,142.133333,Aleksandrovsk -Sakhalinskiy
44090.0,46.733333,38.266667,Yeysk
45040.0,33.5,35.35,Sayda
37950.0,41.183333,-8.7,Porto De Leixoes
38110.0,36.933333,-25.15,Vila Do Porto
44070.0,47.166667,39.716667,Rostov-Na-Donu
44060.0,47.2,38.95,Taganrog
15710.0,14.7,-92.45,Puerto Madero
11205.0,18.05,-65.833333,Puerto Yabucoa
31120.0,51.9,4.35,Vlaardingen
40330.0,35.9,14.516667,Valletta Harbors
14990.0,-10.8,-77.75,Puerto Supe
23105.0,62.683333,8.55,Sunndalsora
15423.0,8.866667,-79.666667,Vacamonte
38000.0,38.516667,-8.9,Setubal
21690.0,68.566667,14.916667,Stokkmarknes
38005.0,37.95,-8.866667,Sines
31210.0,51.45,3.6,Vlissingen
46920.0,-17.7,37.183333,Porto Belo
15730.0,16.166667,-95.2,Salina Cruz
43570.0,45.166667,29.666667,Sulina
15917.0,24.266667,-110.333333,Pichilingue
31050.0,52.433333,4.833333,Zaandam
15460.0,8.266667,-82.85,Puerto Armuelles
15050.0,-8.233333,-78.983333,Salaverry
37940.0,41.7,-8.833333,Viana Do Castelo
23835.0,59.266667,11.1,Sarpsborg
44240.0,43.583333,39.733333,Sochi
46910.0,-17.883333,36.883333,Quelimane
58395.0,14.8,120.266667,Subic Bay
62680.0,69.716667,170.3,Pevek
55000.0,-35.05,173.766667,Whangaroa
48297.0,25.916667,51.583333,Ras Laffan
56450.0,1.333333,172.933333,Tarawa Atoll
57425.0,5.516667,105.016667,Tapis Marine Terminal A
55080.0,-37.633333,176.166667,Tauranga
55180.0,-39.95,175.033333,Wanganui
59820.0,5.55,120.816667,Siasi
59725.0,8.583333,124.766667,Villanueva
59270.0,9.733333,118.733333,Puerto Princesa
55275.0,-40.85,172.9,Tarakohe
62894.0,67.083333,32.316667,Vitino
59780.0,6.55,121.866667,Port Holland
48348.0,28.116667,48.633333,Ras Al Mishab
58870.0,9.65,123.85,Tagbilaran
56810.0,-4.2,152.183333,Rabaul
58890.0,9.95,123.966667,Tubigan
60981.0,49.166667,142.066667,Shakhtersk
53170.0,-10.616667,150.666667,Samarai
48349.0,28.433333,48.583333,Ras Al Khafji
59530.0,7.833333,123.433333,Pagadian
60431.0,37.533333,129.15,Tonghae
47750.0,-19.683333,63.416667,Port Mathurin
55770.0,-16.5,-151.75,Vaitape
60880.0,49.216667,143.133333,Poronaysk
60582.0,42.633333,131.083333,Zarubino
53282.0,-2.683333,141.133333,Vanimo
56738.0,-3.566667,143.633333,Wewak Harbor
60325.0,37.0,126.8,Pyeongtaek Hang
49825.0,6.433333,99.766667,Port Langkawi
58770.0,11.0,124.6,Ormoc
53160.0,-9.466667,147.133333,Port Moresby
58205.0,12.966667,124.0,Sorsogon
59500.0,7.35,124.216667,Polloc (Cotabato)
48340.0,26.633333,50.166667,Ras  Tannurah
8225.0,38.983333,-76.483333,Annapolis
8210.0,39.266667,-76.583333,Baltimore
8130.0,39.95,-75.133333,Camden
8080.0,39.85,-75.35,Chester
7810.0,40.7,-74.15,Newark
7790.0,40.683333,-74.1,Bayonne
7770.0,40.75,-74.016667,Hoboken
7610.0,41.016667,-73.616667,Greenwich
7570.0,41.166667,-73.183333,Bridgeport
7400.0,41.7,-71.166667,Fall River
7720.0,42.65,-73.75,Albany
46690.0,-15.916667,-5.716667,Jamestown
56280.0,21.3,-157.866667,Honolulu
47820.0,10.45,45.016667,Berbera
57120.0,-9.416667,159.95,Honiara
56970.0,-8.1,156.85,Gizo Harbor
45400.0,35.5,11.066667,Mahdia
44870.0,36.883333,35.933333,Botas
50000.0,1.283333,103.85,Keppel - (East Singapore)
44010.0,47.083333,37.566667,Mariupol
44000.0,46.75,36.783333,Berdyansk
40860.0,45.55,13.733333,Koper
45867.0,7.533333,-12.5,Bonthe
6940.0,44.216667,-69.066667,Camden
7340.0,41.383333,-70.5,Edgartown
6900.0,44.8,-68.766667,Bangor
6860.0,44.383333,-68.733333,Castine
19800.0,61.216667,-149.9,Anchorage
19640.0,60.55,-145.766667,Cordova
19480.0,57.516667,-134.933333,Chatham
18055.0,48.866667,-122.75,Cherry Point
18050.0,48.75,-122.5,Bellingham
17060.0,46.983333,-123.816667,Aberdeen
16850.0,46.2,-123.833333,Astoria
16700.0,41.75,-124.2,Crescent City
16670.0,40.8,-124.183333,Eureka
16630.0,38.333333,-123.05,Bodega Bay
4790.0,41.733333,-87.516667,Calumet Harbor
4710.0,42.783333,-86.133333,Holland
4700.0,43.066667,-86.233333,Grand Haven
4640.0,44.633333,-86.25,Frankfort
20290.0,58.85,-158.55,Clarks Point
16470.0,38.05,-122.15,Benicia
16050.0,33.35,-118.316667,Avalon
9340.0,25.95,-97.4,Brownsville
9150.0,29.316667,-94.783333,Galveston
9140.0,30.083333,-94.083333,Beaumont
8970.0,30.45,-91.183333,Baton Rouge
8720.0,29.85,-84.666667,Carrabelle
8660.0,24.55,-81.816667,Key West
8600.0,27.466667,-80.316667,Fort Pierce
8570.0,30.4,-81.433333,Mayport
8560.0,30.683333,-81.466667,Fernandina Beach
8380.0,35.616667,-76.616667,Belhaven
8325.0,36.3,-76.216667,Elizabeth City
4420.0,44.183333,-83.55,Alabaster
4400.0,43.6,-83.866667,Bay City
3470.0,41.9,-80.8,Ashtabula
3460.0,41.966667,-80.55,Conneaut
3440.0,42.483333,-79.333333,Dunkirk
19550.0,58.233333,-134.266667,Dupont
6630.0,44.716667,-67.466667,Machias
43670.0,46.95,31.983333,Mykolayiv
44790.0,37.033333,27.433333,Bodrum
47000.0,-8.733333,39.416667,Kilwa Kivinje
8140.0,40.083333,-74.866667,Burlington
16280.0,37.016667,-122.2,Davenport
8420.0,34.716667,-76.666667,Beaufort
16145.0,34.383333,-119.516667,Carpinteria
16440.0,38.05,-122.216667,Crockett
20300.0,59.033333,-158.483333,Dillingham
50017.0,1.283333,103.733333,Jurong Island
57440.0,9.1,101.35,Erawan Terminal
5370.0,47.116667,-88.566667,Houghton
6700.0,44.383333,-68.2,Bar Harbor
24720.0,57.366667,16.5,Figeholm
24900.0,57.916667,19.05,Farosund
26310.0,62.833333,17.883333,Gustavsvik
26380.0,62.933333,17.8,Kramfors
26720.0,63.266667,18.733333,Domsjo
26790.0,63.333333,19.15,Husum
55610.0,-18.65,-173.983333,Neiafu
55617.0,-8.516667,179.133333,Funafuti Atoll
57910.0,23.983333,121.6,Hua-Lien Kang
44622.0,40.766667,29.55,Gebze
44740.0,39.016667,26.816667,Dikili
45368.0,33.783333,11.9,Didon Terminal
45375.0,33.9,10.116667,Gabes
45420.0,36.8,10.3,La Goulette
15640.0,13.583333,-89.833333,Acajutla
16770.0,43.366667,-124.216667,Coos Bay
16795.0,43.716667,-124.1,Gardiner
6600.0,44.9,-66.983333,Eastport
6620.0,44.7,-67.4,Machiasport
43625.0,45.333333,28.85,Izmayil
49794.0,9.2,99.9,Khanom
44660.0,40.383333,27.8,Erdek
44730.0,39.316667,26.7,Ayvalik
44752.0,38.766667,26.916667,Nemrut Limani Bay
7440.0,41.616667,-71.4,Davisville Depot
8000.0,39.766667,-74.1,Barnegat
4370.0,43.85,-82.65,Harbor Beach
9235.0,29.75,-95.333333,Deer Park
44810.0,36.633333,29.1,Fethiye
23905.0,58.483333,11.333333,Bovallstrand
25190.0,58.583333,16.2,Norrkoping
26810.0,63.566667,19.483333,Nordmaling
26880.0,63.7,20.333333,Obbola
43334.0,38.833333,26.933333,Aliaga
8180.0,37.266667,-76.016667,Cape Charles
18070.0,49.0,-122.75,Blaine
26290.0,62.766667,17.933333,Utansjo
45430.0,36.8,10.25,Tunis
40870.0,45.533333,13.566667,Piran
25380.0,59.333333,18.05,Stockholm
25700.0,61.266667,17.183333,Sandarne
17020.0,46.683333,-123.733333,Raymond
45365.0,33.5,11.116667,Zarzis
27330.0,65.733333,23.766667,Sandvik
25800.0,61.9,17.35,Stocka
44801.0,36.916667,35.966667,Toros Gubre
45410.0,35.833333,10.65,Sousse
45432.0,36.816667,10.3,Rades
17010.0,46.666667,-123.783333,South Bend
12410.0,5.833333,-55.166667,Paramaribo
43925.0,45.433333,28.3,Reni
25060.0,57.766667,16.65,Vastervik
25900.0,62.333333,17.383333,Stockvik
25050.0,57.733333,16.533333,Verkeback
57070.0,-9.083333,159.216667,Yandina
57435.0,6.95,101.3,Pattani
57461.0,13.133333,100.883333,Siam Seaport
7820.0,40.65,-74.183333,Elizabethport
7780.0,40.716667,-74.033333,Jersey City
7550.0,41.233333,-72.916667,New Haven
7500.0,41.35,-72.083333,New London
7480.0,41.316667,-71.983333,Noank
8070.0,39.816667,-75.416667,Marcus Hook
8300.0,36.966667,-76.433333,Newport News
56180.0,20.9,-156.466667,Kahului
57620.0,12.25,109.233333,Nha Trang
7380.0,41.5,-71.333333,Newport
7170.0,43.366667,-70.466667,Kennebunkport
7040.0,43.866667,-69.583333,Boothbay Harbor
6640.0,44.533333,-67.616667,Jonesport
6610.0,44.866667,-66.983333,Lubec
19580.0,58.3,-134.416667,Juneau
19520.0,58.116667,-134.75,Hawk Inlet
17660.0,47.05,-122.9,Olympia
17430.0,47.566667,-122.65,Bremerton
16900.0,46.133333,-122.933333,Longview
16820.0,44.633333,-124.05,Newport
13150.0,-33.883333,-58.416667,Nueva Palmira
4920.0,44.6,-87.433333,Algoma
4910.0,44.466667,-87.5,Kewaunee
4860.0,43.033333,-87.883333,Milwaukee
4670.0,43.95,-86.45,Ludington
4590.0,45.433333,-84.983333,Harbor Springs
20400.0,64.5,-165.416667,Nome
11310.0,18.35,-64.933333,Charlotte Amalie
16340.0,37.816667,-122.333333,Oakland
16240.0,36.616667,-121.883333,Monterey
16210.0,35.366667,-120.85,Morro Bay
16070.0,33.766667,-118.183333,Long Beach
8860.0,29.95,-90.05,New Orleans
8820.0,30.4,-90.15,Madisonville
8770.0,30.683333,-88.116667,Mobile
8640.0,25.783333,-80.183333,Miami
8580.0,30.316667,-81.65,Jacksonville
8500.0,32.783333,-79.916667,Charleston
16330.0,37.783333,-122.266667,Alameda
8430.0,34.716667,-76.7,Morehead City
8370.0,35.916667,-76.25,Columbia
8340.0,36.05,-76.616667,Edenton
3500.0,41.466667,-82.183333,Lorain
3450.0,42.15,-80.1,Erie
56300.0,21.95,-159.35,Nawiliwili Bay
12280.0,10.15,-63.033333,Caripito
57650.0,16.1,108.216667,Da Nang
13100.0,-34.65,-54.15,La Paloma
13140.0,-34.466667,-57.85,Colonia
13160.0,-33.116667,-58.316667,Fray Bentos
7240.0,42.45,-70.95,Lynn
57660.0,18.766667,105.766667,Nghe Tinh
4530.0,45.85,-84.616667,Mackinac Island
5100.0,45.95,-86.25,Manistique
13120.0,-34.9,-56.216667,Montevideo
16750.0,43.4,-124.216667,North Bend
19375.0,56.383333,-134.633333,Little Port Walter
8940.0,29.95,-90.366667,Destrehan
16360.0,37.866667,-122.3,Berkeley
11335.0,17.7,-64.75,Limetree Bay
57575.0,10.75,106.783333,Cat Lai
55650.0,-13.283333,-176.133333,Mata-Utu
57710.0,21.033333,107.366667,Cam Pha
7230.0,42.5,-70.85,Marblehead
11336.0,17.7,-64.766667,Port Alucroix
17440.0,47.533333,-122.633333,Port Orchard
6810.0,44.15,-68.666667,Stonington
16950.0,45.633333,-122.683333,Vancouver
7270.0,42.2,-70.716667,Scituate
9330.0,26.083333,-97.2,Port Isabel
20220.0,57.566667,-157.6,Pilot Point
8700.0,28.15,-82.766667,Tarpon Springs
7180.0,43.083333,-70.75,Portsmouth
9270.0,28.616667,-96.616667,Port Lavaca
16300.0,37.816667,-122.416667,San Francisco
9160.0,29.383333,-94.916667,Texas City
7225.0,42.516667,-70.883333,Salem
3170.0,43.466667,-76.516667,Oswego
8760.0,30.4,-87.216667,Pensacola
16150.0,34.416667,-119.683333,Santa Barbara
9060.0,29.733333,-93.9,Sabine Pass
6960.0,44.1,-69.1,Rockland
4850.0,42.733333,-87.783333,Racine
16010.0,32.716667,-117.183333,San Diego
17730.0,47.6,-122.333333,Seattle
7260.0,42.25,-70.966667,Quincy
6890.0,44.633333,-68.85,Winterport
9100.0,30.0,-93.95,Port Neches
17030.0,46.683333,-123.75,Willapa Harbor
19470.0,57.783333,-135.2,Tenakee Springs
7200.0,42.666667,-70.616667,Rockport
7350.0,41.45,-70.6,Vineyard Haven
